disp(nameNet)
D:\OneDrive - City, University of London\Acad\Research\texture\Horiz_Vert_Diag\Network_Case_1A
D:\OneDrive - City, University of London\Acad\Research\texture\Horiz_Vert_Diag\Network_Case_1A
Training on single CPU.
Initializing input data normalization.
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|      21 |       11500 |       01:05:43 |       65.56% |       1.0220 |          0.0010 |
|      21 |       11550 |       01:06:10 |       69.35% |       0.9010 |          0.0010 |
|      22 |       11600 |       01:06:39 |       66.55% |       0.9597 |          0.0010 |
|      22 |       11650 |       01:07:08 |       68.26% |       0.9490 |          0.0010 |
|      22 |       11700 |       01:07:38 |       71.78% |       0.8439 |          0.0010 |
|      22 |       11750 |       01:08:09 |       65.77% |       0.9871 |          0.0010 |
|      22 |       11800 |       01:08:39 |       68.68% |       0.9127 |          0.0010 |
|      22 |       11850 |       01:09:10 |       71.69% |       0.8398 |          0.0010 |
|      22 |       11900 |       01:09:41 |       67.07% |       0.9513 |          0.0010 |
|      22 |       11950 |       01:10:13 |       67.10% |       0.9450 |          0.0010 |
|      22 |       12000 |       01:10:47 |       68.62% |       0.9118 |          0.0010 |
|      22 |       12050 |       01:11:18 |       68.25% |       0.9053 |          0.0010 |
|      22 |       12100 |       01:11:52 |       70.38% |       0.8701 |          0.0010 |
|      23 |       12150 |       01:12:27 |       67.65% |       0.9676 |          0.0010 |
|      23 |       12200 |       01:13:03 |       66.15% |       0.9948 |          0.0010 |
|      23 |       12250 |       01:13:39 |       65.88% |       1.0021 |          0.0010 |
|      23 |       12300 |       01:14:12 |       70.10% |       0.8843 |          0.0010 |
|      23 |       12350 |       01:14:46 |       66.21% |       0.9966 |          0.0010 |
|      23 |       12400 |       01:15:20 |       67.60% |       0.9673 |          0.0010 |
|      23 |       12450 |       01:15:57 |       66.65% |       0.9726 |          0.0010 |
|      23 |       12500 |       01:16:36 |       67.55% |       0.9487 |          0.0010 |
|      23 |       12550 |       01:17:17 |       66.88% |       0.9572 |          0.0010 |
|      23 |       12600 |       01:17:58 |       65.63% |       1.0059 |          0.0010 |
|      23 |       12650 |       01:18:37 |       68.22% |       0.9166 |          0.0010 |
|      24 |       12700 |       01:19:17 |       68.66% |       0.9533 |          0.0010 |
|      24 |       12750 |       01:19:56 |       71.28% |       0.8772 |          0.0010 |
|      24 |       12800 |       01:20:37 |       69.19% |       0.8993 |          0.0010 |
|      24 |       12850 |       01:21:20 |       70.73% |       0.8688 |          0.0010 |
|      24 |       12900 |       01:22:02 |       69.36% |       0.8910 |          0.0010 |
|      24 |       12950 |       01:22:46 |       68.46% |       0.9278 |          0.0010 |
|      24 |       13000 |       01:23:31 |       68.32% |       0.9281 |          0.0010 |
|      24 |       13050 |       01:24:15 |       67.34% |       0.9507 |          0.0010 |
|      24 |       13100 |       01:25:02 |       68.57% |       0.9099 |          0.0010 |
|      24 |       13150 |       01:25:50 |       68.54% |       0.9621 |          0.0010 |
|      24 |       13200 |       01:26:37 |       71.44% |       0.8713 |          0.0010 |
|      25 |       13250 |       01:27:27 |       70.12% |       0.8945 |          0.0010 |
|      25 |       13300 |       01:28:17 |       70.62% |       0.8785 |          0.0010 |
|      25 |       13350 |       01:29:09 |       68.33% |       0.9571 |          0.0010 |
|      25 |       13400 |       01:30:01 |       67.95% |       0.9392 |          0.0010 |
|      25 |       13450 |       01:30:55 |       73.23% |       0.8392 |          0.0010 |
|      25 |       13500 |       01:31:49 |       68.80% |       0.9394 |          0.0010 |
|      25 |       13550 |       01:32:43 |       67.27% |       0.9876 |          0.0010 |
|      25 |       13600 |       01:33:39 |       67.61% |       0.9456 |          0.0010 |
|      25 |       13650 |       01:34:35 |       67.44% |       0.9321 |          0.0010 |
|      25 |       13700 |       01:35:33 |       67.11% |       0.9851 |          0.0010 |
|      25 |       13750 |       01:36:32 |       66.38% |       0.9919 |          0.0010 |
|      26 |       13800 |       01:37:32 |       67.54% |       0.9465 |          0.0010 |
|      26 |       13850 |       01:38:30 |       67.72% |       0.9312 |          0.0010 |
|      26 |       13900 |       01:39:30 |       68.50% |       0.9251 |          0.0010 |
|      26 |       13950 |       01:40:30 |       70.17% |       0.8996 |          0.0010 |
|      26 |       14000 |       01:41:31 |       70.01% |       0.9041 |          0.0010 |
|      26 |       14050 |       01:42:34 |       67.25% |       0.9690 |          0.0010 |
|      26 |       14100 |       01:43:37 |       68.48% |       0.9338 |          0.0010 |
|      26 |       14150 |       01:44:39 |       68.92% |       0.9227 |          0.0010 |
|      26 |       14200 |       01:45:42 |       70.33% |       0.8658 |          0.0010 |
|      26 |       14250 |       01:46:47 |       66.74% |       0.9584 |          0.0010 |
|      26 |       14300 |       01:47:53 |       69.05% |       0.9157 |          0.0010 |
|      27 |       14350 |       01:48:58 |       67.32% |       0.9677 |          0.0010 |
|      27 |       14400 |       01:50:04 |       66.71% |       0.9705 |          0.0010 |
|      27 |       14450 |       01:51:11 |       68.45% |       0.9299 |          0.0010 |
|      27 |       14500 |       01:52:19 |       68.22% |       0.9469 |          0.0010 |
|      27 |       14550 |       01:53:28 |       69.53% |       0.9291 |          0.0010 |
|      27 |       14600 |       01:54:37 |       70.95% |       0.8716 |          0.0010 |
|      27 |       14650 |       01:55:46 |       69.42% |       0.8827 |          0.0010 |
|      27 |       14700 |       01:56:57 |       70.43% |       0.8715 |          0.0010 |
|      27 |       14750 |       01:58:08 |       67.86% |       0.9157 |          0.0010 |
|      27 |       14800 |       01:59:19 |       70.78% |       0.8793 |          0.0010 |
|      27 |       14850 |       02:00:31 |       68.12% |       0.9331 |          0.0010 |
|      28 |       14900 |       02:01:44 |       66.26% |       0.9960 |          0.0010 |
|      28 |       14950 |       02:02:56 |       69.29% |       0.8819 |          0.0010 |
|      28 |       15000 |       02:04:11 |       68.76% |       0.9280 |          0.0010 |
|      28 |       15050 |       02:05:27 |       72.75% |       0.8324 |          0.0010 |
|      28 |       15100 |       02:06:47 |       65.64% |       0.9956 |          0.0010 |
|      28 |       15150 |       02:08:03 |       65.47% |       0.9889 |          0.0010 |
|      28 |       15200 |       02:09:19 |       70.45% |       0.8439 |          0.0010 |
|      28 |       15250 |       02:10:35 |       69.44% |       0.8872 |          0.0010 |
|      28 |       15300 |       02:11:52 |       68.98% |       0.9286 |          0.0010 |
|      28 |       15350 |       02:13:10 |       70.18% |       0.9032 |          0.0010 |
|      28 |       15400 |       02:14:27 |       69.03% |       0.9278 |          0.0010 |
|      29 |       15450 |       02:15:45 |       68.74% |       0.9268 |          0.0010 |
|      29 |       15500 |       02:17:03 |       68.98% |       0.8907 |          0.0010 |
|      29 |       15550 |       02:18:23 |       70.21% |       0.8688 |          0.0010 |
|      29 |       15600 |       02:19:43 |       72.36% |       0.8444 |          0.0010 |
|      29 |       15650 |       02:21:02 |       68.72% |       0.9403 |          0.0010 |
|      29 |       15700 |       02:22:23 |       67.95% |       0.9347 |          0.0010 |
|      29 |       15750 |       02:23:44 |       65.91% |       0.9760 |          0.0010 |
|      29 |       15800 |       02:25:06 |       69.20% |       0.8991 |          0.0010 |
|      29 |       15850 |       02:26:27 |       68.48% |       0.9204 |          0.0010 |
|      29 |       15900 |       02:27:50 |       67.53% |       0.9773 |          0.0010 |
|      29 |       15950 |       02:29:12 |       69.29% |       0.8985 |          0.0010 |
|      30 |       16000 |       02:30:34 |       70.18% |       0.8886 |          0.0010 |
|      30 |       16050 |       02:31:57 |       73.42% |       0.8131 |          0.0010 |
|      30 |       16100 |       02:33:20 |       69.55% |       0.8777 |          0.0010 |
|      30 |       16150 |       02:34:43 |       69.76% |       0.8882 |          0.0010 |
|      30 |       16200 |       02:36:08 |       68.45% |       0.9411 |          0.0010 |
|      30 |       16250 |       02:37:32 |       68.27% |       0.9426 |          0.0010 |
|      30 |       16300 |       02:38:56 |       71.33% |       0.8391 |          0.0010 |
|      30 |       16350 |       02:40:21 |       68.06% |       0.9418 |          0.0010 |
|      30 |       16400 |       02:41:47 |       70.05% |       0.9026 |          0.0010 |
|      30 |       16450 |       02:43:11 |       65.35% |       1.0236 |          0.0010 |
|      30 |       16500 |       02:44:36 |       69.32% |       0.8870 |          0.0010 |
|      31 |       16550 |       02:46:02 |       71.77% |       0.8411 |          0.0010 |
|      31 |       16600 |       02:47:28 |       68.83% |       0.9113 |          0.0010 |
|      31 |       16650 |       02:48:55 |       71.75% |       0.8467 |          0.0010 |
|      31 |       16700 |       02:50:21 |       68.23% |       0.9064 |          0.0010 |
|      31 |       16750 |       02:51:48 |       70.82% |       0.8492 |          0.0010 |
|      31 |       16800 |       02:53:15 |       66.52% |       0.9816 |          0.0010 |
|      31 |       16850 |       02:54:42 |       69.68% |       0.8957 |          0.0010 |
|      31 |       16900 |       02:56:10 |       70.29% |       0.8906 |          0.0010 |
|      31 |       16950 |       02:57:39 |       68.71% |       0.9170 |          0.0010 |
|      31 |       17000 |       02:59:07 |       70.50% |       0.8781 |          0.0010 |
|      31 |       17050 |       03:00:35 |       67.20% |       0.9582 |          0.0010 |
|      32 |       17100 |       03:02:04 |       70.48% |       0.8813 |          0.0010 |
|      32 |       17150 |       03:03:32 |       69.02% |       0.9276 |          0.0010 |
|      32 |       17200 |       03:05:00 |       68.39% |       0.9463 |          0.0010 |
|      32 |       17250 |       03:06:30 |       65.92% |       0.9923 |          0.0010 |
|      32 |       17300 |       03:07:59 |       72.08% |       0.8438 |          0.0010 |
|      32 |       17350 |       03:09:29 |       72.56% |       0.8079 |          0.0010 |
|      32 |       17400 |       03:10:59 |       69.80% |       0.8905 |          0.0010 |
|      32 |       17450 |       03:12:29 |       67.15% |       0.9642 |          0.0010 |
|      32 |       17500 |       03:13:59 |       72.72% |       0.8113 |          0.0010 |
|      32 |       17550 |       03:15:29 |       64.21% |       1.0439 |          0.0010 |
|      32 |       17600 |       03:16:59 |       71.10% |       0.8376 |          0.0010 |
|      33 |       17650 |       03:18:31 |       69.01% |       0.8919 |          0.0010 |
|      33 |       17700 |       03:20:01 |       69.19% |       0.8885 |          0.0010 |
|      33 |       17750 |       03:21:33 |       67.93% |       0.9369 |          0.0010 |
|      33 |       17800 |       03:23:04 |       70.38% |       0.8911 |          0.0010 |
|      33 |       17850 |       03:24:35 |       69.45% |       0.9105 |          0.0010 |
|      33 |       17900 |       03:26:06 |       67.39% |       0.9243 |          0.0010 |
|      33 |       17950 |       03:27:37 |       73.35% |       0.8396 |          0.0010 |
|      33 |       18000 |       03:29:08 |       71.97% |       0.8393 |          0.0010 |
|      33 |       18050 |       03:30:40 |       70.35% |       0.8712 |          0.0010 |
|      33 |       18100 |       03:32:12 |       69.74% |       0.8933 |          0.0010 |
|      33 |       18150 |       03:33:43 |       69.44% |       0.8967 |          0.0010 |
|      34 |       18200 |       03:35:15 |       65.72% |       0.9941 |          0.0010 |
|      34 |       18250 |       03:36:48 |       68.97% |       0.8660 |          0.0010 |
|      34 |       18300 |       03:38:20 |       72.15% |       0.8498 |          0.0010 |
|      34 |       18350 |       03:39:52 |       71.36% |       0.8643 |          0.0010 |
