disp(nameNet)
D:\OneDrive - City, University of London\Acad\Research\texture\Horiz_Vert_Diag\Network_Case_1A
D:\OneDrive - City, University of London\Acad\Research\texture\Horiz_Vert_Diag\Network_Case_1A
Training on single CPU.
Initializing input data normalization.
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|      88 |       48200 |       04:18:27 |       67.92% |       0.9601 |          0.0010 |
|      88 |       48250 |       04:18:44 |       66.66% |       0.9799 |          0.0010 |
|      88 |       48300 |       04:19:00 |       66.73% |       0.9877 |          0.0010 |
|      88 |       48350 |       04:19:16 |       63.98% |       1.0438 |          0.0010 |
|      88 |       48400 |       04:19:32 |       66.31% |       0.9806 |          0.0010 |
|      88 |       48450 |       04:19:48 |       64.78% |       1.0337 |          0.0010 |
|      89 |       48500 |       04:20:04 |       68.42% |       0.9443 |          0.0010 |
|      89 |       48550 |       04:20:21 |       68.39% |       0.9298 |          0.0010 |
|      89 |       48600 |       04:20:37 |       66.56% |       0.9811 |          0.0010 |
|      89 |       48650 |       04:20:53 |       68.54% |       0.9536 |          0.0010 |
|      89 |       48700 |       04:21:09 |       67.40% |       0.9722 |          0.0010 |
|      89 |       48750 |       04:21:26 |       65.90% |       1.0097 |          0.0010 |
|      89 |       48800 |       04:21:42 |       67.72% |       0.9661 |          0.0010 |
|      89 |       48850 |       04:21:58 |       65.32% |       1.0230 |          0.0010 |
|      89 |       48900 |       04:22:14 |       66.87% |       0.9709 |          0.0010 |
|      89 |       48950 |       04:22:30 |       67.97% |       0.9455 |          0.0010 |
|      89 |       49000 |       04:22:47 |       66.52% |       1.0014 |          0.0010 |
|      90 |       49050 |       04:23:03 |       69.30% |       0.9334 |          0.0010 |
|      90 |       49100 |       04:23:19 |       66.55% |       0.9989 |          0.0010 |
|      90 |       49150 |       04:23:35 |       67.87% |       0.9584 |          0.0010 |
|      90 |       49200 |       04:23:52 |       67.34% |       0.9744 |          0.0010 |
|      90 |       49250 |       04:24:08 |       67.65% |       0.9757 |          0.0010 |
|      90 |       49300 |       04:24:24 |       68.07% |       0.9680 |          0.0010 |
|      90 |       49350 |       04:24:41 |       66.37% |       0.9924 |          0.0010 |
|      90 |       49400 |       04:24:57 |       69.67% |       0.8977 |          0.0010 |
|      90 |       49450 |       04:25:13 |       67.49% |       0.9884 |          0.0010 |
|      90 |       49500 |       04:25:29 |       65.47% |       1.0177 |          0.0010 |
|      90 |       49550 |       04:25:46 |       66.05% |       0.9867 |          0.0010 |
|      91 |       49600 |       04:26:02 |       64.86% |       1.0296 |          0.0010 |
|      91 |       49650 |       04:26:18 |       67.56% |       0.9969 |          0.0010 |
|      91 |       49700 |       04:26:35 |       63.11% |       1.0588 |          0.0010 |
|      91 |       49750 |       04:26:51 |       69.56% |       0.9280 |          0.0010 |
|      91 |       49800 |       04:27:07 |       64.99% |       1.0141 |          0.0010 |
|      91 |       49850 |       04:27:24 |       66.58% |       0.9951 |          0.0010 |
|      91 |       49900 |       04:27:40 |       68.44% |       0.9364 |          0.0010 |
|      91 |       49950 |       04:27:56 |       67.63% |       0.9782 |          0.0010 |
|      91 |       50000 |       04:28:13 |       66.91% |       0.9916 |          0.0010 |
|      91 |       50050 |       04:28:29 |       69.49% |       0.9281 |          0.0010 |
|      91 |       50100 |       04:28:45 |       65.36% |       0.9966 |          0.0010 |
|      92 |       50150 |       04:29:03 |       68.57% |       0.9433 |          0.0010 |
|      92 |       50200 |       04:29:19 |       66.91% |       0.9979 |          0.0010 |
|      92 |       50250 |       04:29:37 |       65.01% |       1.0354 |          0.0010 |
|      92 |       50300 |       04:29:53 |       67.10% |       0.9769 |          0.0010 |
|      92 |       50350 |       04:30:10 |       66.64% |       0.9960 |          0.0010 |
|      92 |       50400 |       04:30:26 |       66.87% |       0.9852 |          0.0010 |
|      92 |       50450 |       04:30:42 |       65.93% |       0.9973 |          0.0010 |
|      92 |       50500 |       04:30:59 |       67.03% |       0.9801 |          0.0010 |
|      92 |       50550 |       04:31:15 |       68.32% |       0.9576 |          0.0010 |
|      92 |       50600 |       04:31:31 |       66.95% |       0.9906 |          0.0010 |
|      92 |       50650 |       04:31:48 |       69.62% |       0.9303 |          0.0010 |
|      93 |       50700 |       04:32:04 |       68.35% |       0.9639 |          0.0010 |
|      93 |       50750 |       04:32:20 |       67.62% |       0.9770 |          0.0010 |
|      93 |       50800 |       04:32:37 |       67.69% |       0.9458 |          0.0010 |
|      93 |       50850 |       04:32:53 |       67.65% |       0.9608 |          0.0010 |
|      93 |       50900 |       04:33:09 |       67.58% |       0.9676 |          0.0010 |
|      93 |       50950 |       04:33:26 |       64.70% |       1.0386 |          0.0010 |
|      93 |       51000 |       04:33:42 |       68.45% |       0.9386 |          0.0010 |
|      93 |       51050 |       04:33:58 |       68.41% |       0.9686 |          0.0010 |
|      93 |       51100 |       04:34:14 |       70.25% |       0.8988 |          0.0010 |
|      93 |       51150 |       04:34:31 |       67.09% |       1.0055 |          0.0010 |
|      93 |       51200 |       04:34:47 |       65.90% |       1.0108 |          0.0010 |
|      94 |       51250 |       04:35:03 |       67.94% |       0.9609 |          0.0010 |
|      94 |       51300 |       04:35:19 |       68.59% |       0.9265 |          0.0010 |
|      94 |       51350 |       04:35:36 |       65.30% |       1.0552 |          0.0010 |
|      94 |       51400 |       04:35:52 |       68.01% |       0.9513 |          0.0010 |
|      94 |       51450 |       04:36:08 |       67.52% |       0.9444 |          0.0010 |
|      94 |       51500 |       04:36:24 |       63.75% |       1.0687 |          0.0010 |
|      94 |       51550 |       04:36:41 |       65.56% |       1.0154 |          0.0010 |
|      94 |       51600 |       04:36:57 |       67.11% |       0.9756 |          0.0010 |
|      94 |       51650 |       04:37:13 |       64.38% |       1.0195 |          0.0010 |
|      94 |       51700 |       04:37:30 |       66.05% |       1.0038 |          0.0010 |
|      94 |       51750 |       04:37:46 |       67.10% |       0.9875 |          0.0010 |
|      95 |       51800 |       04:38:02 |       69.26% |       0.9070 |          0.0010 |
|      95 |       51850 |       04:38:18 |       67.33% |       0.9715 |          0.0010 |
|      95 |       51900 |       04:38:34 |       67.14% |       0.9774 |          0.0010 |
|      95 |       51950 |       04:38:50 |       68.79% |       0.9143 |          0.0010 |
|      95 |       52000 |       04:39:07 |       66.63% |       0.9719 |          0.0010 |
|      95 |       52050 |       04:39:23 |       69.93% |       0.9297 |          0.0010 |
|      95 |       52100 |       04:39:39 |       69.51% |       0.9076 |          0.0010 |
|      95 |       52150 |       04:39:55 |       68.49% |       0.9517 |          0.0010 |
|      95 |       52200 |       04:40:12 |       66.58% |       0.9956 |          0.0010 |
|      95 |       52250 |       04:40:28 |       66.47% |       0.9783 |          0.0010 |
|      95 |       52300 |       04:40:44 |       67.07% |       0.9812 |          0.0010 |
|      96 |       52350 |       04:41:01 |       68.25% |       0.9538 |          0.0010 |
|      96 |       52400 |       04:41:17 |       65.29% |       1.0229 |          0.0010 |
|      96 |       52450 |       04:41:33 |       66.40% |       0.9621 |          0.0010 |
|      96 |       52500 |       04:41:49 |       68.11% |       0.9481 |          0.0010 |
|      96 |       52550 |       04:42:05 |       66.90% |       0.9682 |          0.0010 |
|      96 |       52600 |       04:42:22 |       64.67% |       1.0513 |          0.0010 |
|      96 |       52650 |       04:42:38 |       68.36% |       0.9469 |          0.0010 |
|      96 |       52700 |       04:42:54 |       67.80% |       0.9487 |          0.0010 |
|      96 |       52750 |       04:43:10 |       70.05% |       0.9062 |          0.0010 |
|      96 |       52800 |       04:43:26 |       69.13% |       0.9207 |          0.0010 |
|      96 |       52850 |       04:43:42 |       67.78% |       0.9578 |          0.0010 |
|      97 |       52900 |       04:43:58 |       67.39% |       0.9656 |          0.0010 |
|      97 |       52950 |       04:44:15 |       65.37% |       1.0348 |          0.0010 |
|      97 |       53000 |       04:44:31 |       65.05% |       1.0502 |          0.0010 |
|      97 |       53050 |       04:44:47 |       68.72% |       0.9294 |          0.0010 |
|      97 |       53100 |       04:45:03 |       66.96% |       0.9744 |          0.0010 |
|      97 |       53150 |       04:45:19 |       65.50% |       1.0007 |          0.0010 |
|      97 |       53200 |       04:45:35 |       67.12% |       0.9609 |          0.0010 |
|      97 |       53250 |       04:45:52 |       68.34% |       0.9696 |          0.0010 |
|      97 |       53300 |       04:46:08 |       65.70% |       1.0046 |          0.0010 |
|      97 |       53350 |       04:46:24 |       68.94% |       0.9217 |          0.0010 |
|      97 |       53400 |       04:46:40 |       67.03% |       0.9780 |          0.0010 |
|      98 |       53450 |       04:46:56 |       68.11% |       0.9462 |          0.0010 |
|      98 |       53500 |       04:47:13 |       68.59% |       0.9266 |          0.0010 |
|      98 |       53550 |       04:47:29 |       68.70% |       0.9371 |          0.0010 |
|      98 |       53600 |       04:47:45 |       68.44% |       0.9490 |          0.0010 |
|      98 |       53650 |       04:48:01 |       67.24% |       0.9716 |          0.0010 |
|      98 |       53700 |       04:48:17 |       65.50% |       1.0083 |          0.0010 |
|      98 |       53750 |       04:48:33 |       67.98% |       0.9324 |          0.0010 |
|      98 |       53800 |       04:48:49 |       68.28% |       0.9468 |          0.0010 |
|      98 |       53850 |       04:49:05 |       68.37% |       0.9433 |          0.0010 |
|      98 |       53900 |       04:49:22 |       67.84% |       0.9679 |          0.0010 |
|      98 |       53950 |       04:49:38 |       66.67% |       0.9685 |          0.0010 |
|      99 |       54000 |       04:49:54 |       65.56% |       1.0132 |          0.0010 |
|      99 |       54050 |       04:50:10 |       65.50% |       1.0122 |          0.0010 |
|      99 |       54100 |       04:50:26 |       64.80% |       1.0489 |          0.0010 |
|      99 |       54150 |       04:50:42 |       65.05% |       1.0317 |          0.0010 |
|      99 |       54200 |       04:50:58 |       68.80% |       0.9399 |          0.0010 |
|      99 |       54250 |       04:51:15 |       65.33% |       1.0445 |          0.0010 |
|      99 |       54300 |       04:51:31 |       67.95% |       0.9547 |          0.0010 |
|      99 |       54350 |       04:51:47 |       64.36% |       1.0457 |          0.0010 |
|      99 |       54400 |       04:52:03 |       66.94% |       0.9898 |          0.0010 |
|      99 |       54450 |       04:52:19 |       67.72% |       0.9577 |          0.0010 |
|      99 |       54500 |       04:52:35 |       66.49% |       0.9715 |          0.0010 |
|     100 |       54550 |       04:52:52 |       68.37% |       0.9405 |          0.0010 |
|     100 |       54600 |       04:53:08 |       67.86% |       0.9571 |          0.0010 |
|     100 |       54650 |       04:53:24 |       66.96% |       0.9954 |          0.0010 |
|     100 |       54700 |       04:53:40 |       68.87% |       0.9444 |          0.0010 |
|     100 |       54750 |       04:53:56 |       68.71% |       0.9415 |          0.0010 |
|     100 |       54800 |       04:54:12 |       66.20% |       1.0042 |          0.0010 |
|     100 |       54850 |       04:54:29 |       65.48% |       1.0251 |          0.0010 |
|     100 |       54900 |       04:54:45 |       65.81% |       1.0164 |          0.0010 |
|     100 |       54950 |       04:55:01 |       68.03% |       0.9595 |          0.0010 |
|     100 |       55000 |       04:55:17 |       65.52% |       1.0100 |          0.0010 |
|     100 |       55050 |       04:55:33 |       66.27% |       0.9860 |          0.0010 |
|     100 |       55100 |       04:55:49 |       69.74% |       0.9179 |          0.0010 |
|========================================================================================|
D:\OneDrive - City, University of London\Acad\Research\texture\Horiz_Vert_Diag\Network_Case_8A
Training on single CPU.
Initializing input data normalization.
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|       1 |           1 |       00:00:00 |       11.84% |       6.2960 |          0.0010 |
|       1 |          50 |       00:00:13 |       11.81% |       2.2898 |          0.0010 |
|       1 |         100 |       00:00:28 |       16.40% |       2.2284 |          0.0010 |
|       1 |         150 |       00:00:43 |       24.18% |       2.0610 |          0.0010 |
|       1 |         200 |       00:00:58 |       29.48% |       1.8683 |          0.0010 |
|       2 |         250 |       00:01:13 |       33.89% |       1.7431 |          0.0010 |
|       2 |         300 |       00:01:28 |       37.57% |       1.6644 |          0.0010 |
|       2 |         350 |       00:01:43 |       42.83% |       1.5264 |          0.0010 |
|       2 |         400 |       00:01:58 |       41.72% |       1.5300 |          0.0010 |
|       3 |         450 |       00:02:13 |       43.43% |       1.5187 |          0.0010 |
|       3 |         500 |       00:02:29 |       45.04% |       1.4803 |          0.0010 |
|       3 |         550 |       00:02:44 |       48.26% |       1.4425 |          0.0010 |
|       3 |         600 |       00:02:59 |       50.18% |       1.3461 |          0.0010 |
|       4 |         650 |       00:03:15 |       49.51% |       1.3667 |          0.0010 |
|       4 |         700 |       00:03:30 |       49.03% |       1.3904 |          0.0010 |
|       4 |         750 |       00:03:45 |       46.86% |       1.4531 |          0.0010 |
|       4 |         800 |       00:04:00 |       45.31% |       1.4817 |          0.0010 |
|       5 |         850 |       00:04:16 |       48.55% |       1.3674 |          0.0010 |
|       5 |         900 |       00:04:31 |       49.15% |       1.3612 |          0.0010 |
|       5 |         950 |       00:04:46 |       51.91% |       1.3437 |          0.0010 |
|       5 |        1000 |       00:05:01 |       54.29% |       1.2764 |          0.0010 |
|       6 |        1050 |       00:05:17 |       54.23% |       1.2688 |          0.0010 |
|       6 |        1100 |       00:05:32 |       47.21% |       1.4242 |          0.0010 |
|       6 |        1150 |       00:05:47 |       50.09% |       1.3617 |          0.0010 |
|       6 |        1200 |       00:06:02 |       51.68% |       1.3272 |          0.0010 |
|       7 |        1250 |       00:06:17 |       50.42% |       1.3508 |          0.0010 |
|       7 |        1300 |       00:06:33 |       50.77% |       1.3501 |          0.0010 |
|       7 |        1350 |       00:06:48 |       54.19% |       1.2798 |          0.0010 |
|       7 |        1400 |       00:07:03 |       52.75% |       1.2920 |          0.0010 |
|       8 |        1450 |       00:07:18 |       49.38% |       1.3704 |          0.0010 |
|       8 |        1500 |       00:07:33 |       48.00% |       1.3867 |          0.0010 |
|       8 |        1550 |       00:07:48 |       51.53% |       1.3072 |          0.0010 |
|       8 |        1600 |       00:08:03 |       55.25% |       1.2266 |          0.0010 |
|       9 |        1650 |       00:08:19 |       53.39% |       1.2995 |          0.0010 |
|       9 |        1700 |       00:08:34 |       52.28% |       1.3282 |          0.0010 |
|       9 |        1750 |       00:08:49 |       56.02% |       1.2170 |          0.0010 |
|       9 |        1800 |       00:09:04 |       53.93% |       1.2602 |          0.0010 |
|       9 |        1850 |       00:09:19 |       48.94% |       1.4025 |          0.0010 |
|      10 |        1900 |       00:09:34 |       52.36% |       1.3204 |          0.0010 |
|      10 |        1950 |       00:09:50 |       55.91% |       1.2529 |          0.0010 |
|      10 |        2000 |       00:10:05 |       54.63% |       1.2652 |          0.0010 |
|      10 |        2050 |       00:10:20 |       54.70% |       1.2405 |          0.0010 |
|      11 |        2100 |       00:10:35 |       53.73% |       1.2816 |          0.0010 |
|      11 |        2150 |       00:10:50 |       54.32% |       1.2867 |          0.0010 |
|      11 |        2200 |       00:11:06 |       54.99% |       1.2723 |          0.0010 |
|      11 |        2250 |       00:11:21 |       53.95% |       1.2704 |          0.0010 |
|      12 |        2300 |       00:11:36 |       56.46% |       1.1902 |          0.0010 |
|      12 |        2350 |       00:11:51 |       52.48% |       1.2974 |          0.0010 |
|      12 |        2400 |       00:12:06 |       54.79% |       1.2726 |          0.0010 |
|      12 |        2450 |       00:12:22 |       60.24% |       1.1005 |          0.0010 |
|      13 |        2500 |       00:12:37 |       58.34% |       1.1681 |          0.0010 |
|      13 |        2550 |       00:12:52 |       56.07% |       1.2194 |          0.0010 |
|      13 |        2600 |       00:13:07 |       54.67% |       1.2402 |          0.0010 |
|      13 |        2650 |       00:13:23 |       60.63% |       1.1137 |          0.0010 |
|      14 |        2700 |       00:13:38 |       53.54% |       1.2602 |          0.0010 |
|      14 |        2750 |       00:13:54 |       57.66% |       1.1802 |          0.0010 |
|      14 |        2800 |       00:14:09 |       54.70% |       1.2424 |          0.0010 |
|      14 |        2850 |       00:14:25 |       60.55% |       1.1314 |          0.0010 |
|      15 |        2900 |       00:14:40 |       60.19% |       1.1115 |          0.0010 |
|      15 |        2950 |       00:14:55 |       57.85% |       1.1690 |          0.0010 |
|      15 |        3000 |       00:15:10 |       57.38% |       1.2000 |          0.0010 |
|      15 |        3050 |       00:15:25 |       61.62% |       1.0926 |          0.0010 |
|      16 |        3100 |       00:15:41 |       60.24% |       1.1316 |          0.0010 |
|      16 |        3150 |       00:15:57 |       63.05% |       1.0861 |          0.0010 |
|      16 |        3200 |       00:16:13 |       55.59% |       1.2281 |          0.0010 |
|      16 |        3250 |       00:16:30 |       58.56% |       1.1670 |          0.0010 |
|      17 |        3300 |       00:16:47 |       59.35% |       1.1291 |          0.0010 |
|      17 |        3350 |       00:17:04 |       59.56% |       1.1164 |          0.0010 |
|      17 |        3400 |       00:17:20 |       59.93% |       1.1420 |          0.0010 |
|      17 |        3450 |       00:17:37 |       58.40% |       1.1261 |          0.0010 |
|      17 |        3500 |       00:17:53 |       58.00% |       1.1617 |          0.0010 |
|      18 |        3550 |       00:18:10 |       61.82% |       1.0765 |          0.0010 |
|      18 |        3600 |       00:18:27 |       60.26% |       1.0871 |          0.0010 |
|      18 |        3650 |       00:18:43 |       57.68% |       1.1756 |          0.0010 |
|      18 |        3700 |       00:19:00 |       61.70% |       1.0653 |          0.0010 |
|      19 |        3750 |       00:19:17 |       60.99% |       1.0883 |          0.0010 |
|      19 |        3800 |       00:19:33 |       62.00% |       1.0594 |          0.0010 |
|      19 |        3850 |       00:19:50 |       59.80% |       1.1330 |          0.0010 |
|      19 |        3900 |       00:20:08 |       58.51% |       1.1463 |          0.0010 |
|      20 |        3950 |       00:20:26 |       61.68% |       1.0736 |          0.0010 |
|      20 |        4000 |       00:20:42 |       57.61% |       1.1762 |          0.0010 |
|      20 |        4050 |       00:20:58 |       59.15% |       1.1367 |          0.0010 |
|      20 |        4100 |       00:21:14 |       60.21% |       1.1227 |          0.0010 |
|      21 |        4150 |       00:21:31 |       61.25% |       1.0718 |          0.0010 |
|      21 |        4200 |       00:21:47 |       59.65% |       1.1260 |          0.0010 |
|      21 |        4250 |       00:22:03 |       62.37% |       1.0863 |          0.0010 |
|      21 |        4300 |       00:22:19 |       64.04% |       1.0324 |          0.0010 |
|      22 |        4350 |       00:22:36 |       62.11% |       1.0645 |          0.0010 |
|      22 |        4400 |       00:22:52 |       61.93% |       1.0496 |          0.0010 |
|      22 |        4450 |       00:23:08 |       63.76% |       1.0613 |          0.0010 |
|      22 |        4500 |       00:23:24 |       57.39% |       1.1771 |          0.0010 |
|      23 |        4550 |       00:23:40 |       61.66% |       1.1021 |          0.0010 |
|      23 |        4600 |       00:23:56 |       61.95% |       1.0441 |          0.0010 |
|      23 |        4650 |       00:24:12 |       61.90% |       1.0800 |          0.0010 |
|      23 |        4700 |       00:24:29 |       60.89% |       1.1066 |          0.0010 |
|      24 |        4750 |       00:24:45 |       60.87% |       1.0846 |          0.0010 |
|      24 |        4800 |       00:25:01 |       60.94% |       1.0917 |          0.0010 |
|      24 |        4850 |       00:25:17 |       63.76% |       1.0223 |          0.0010 |
|      24 |        4900 |       00:25:33 |       60.01% |       1.1085 |          0.0010 |
|      25 |        4950 |       00:25:49 |       63.81% |       1.0355 |          0.0010 |
|      25 |        5000 |       00:26:05 |       60.26% |       1.1142 |          0.0010 |
|      25 |        5050 |       00:26:22 |       63.97% |       1.0143 |          0.0010 |
|      25 |        5100 |       00:26:38 |       63.07% |       1.0245 |          0.0010 |
|      25 |        5150 |       00:26:54 |       64.06% |       1.0417 |          0.0010 |
|      26 |        5200 |       00:27:10 |       65.13% |       1.0165 |          0.0010 |
|      26 |        5250 |       00:27:26 |       61.56% |       1.0900 |          0.0010 |
|      26 |        5300 |       00:27:42 |       60.52% |       1.0948 |          0.0010 |
|      26 |        5350 |       00:27:58 |       59.62% |       1.1209 |          0.0010 |
|      27 |        5400 |       00:28:14 |       60.31% |       1.1319 |          0.0010 |
|      27 |        5450 |       00:28:31 |       63.51% |       1.0522 |          0.0010 |
|      27 |        5500 |       00:28:47 |       63.08% |       1.0445 |          0.0010 |
|      27 |        5550 |       00:29:02 |       63.76% |       1.0286 |          0.0010 |
|      28 |        5600 |       00:29:18 |       65.05% |       1.0104 |          0.0010 |
|      28 |        5650 |       00:29:33 |       65.49% |       1.0089 |          0.0010 |
|      28 |        5700 |       00:29:48 |       63.50% |       1.0591 |          0.0010 |
|      28 |        5750 |       00:30:04 |       68.48% |       0.9186 |          0.0010 |
|      29 |        5800 |       00:30:19 |       65.43% |       0.9758 |          0.0010 |
|      29 |        5850 |       00:30:35 |       63.46% |       1.0373 |          0.0010 |
|      29 |        5900 |       00:30:50 |       65.29% |       1.0115 |          0.0010 |
|      29 |        5950 |       00:31:05 |       61.59% |       1.0814 |          0.0010 |
|      30 |        6000 |       00:31:20 |       65.08% |       0.9914 |          0.0010 |
|      30 |        6050 |       00:31:36 |       64.30% |       0.9998 |          0.0010 |
|      30 |        6100 |       00:31:51 |       66.23% |       0.9868 |          0.0010 |
|      30 |        6150 |       00:32:06 |       66.95% |       0.9487 |          0.0010 |
|      31 |        6200 |       00:32:22 |       64.36% |       0.9902 |          0.0010 |
|      31 |        6250 |       00:32:37 |       62.55% |       1.0458 |          0.0010 |
|      31 |        6300 |       00:32:52 |       64.25% |       1.0148 |          0.0010 |
|      31 |        6350 |       00:33:08 |       63.55% |       1.0279 |          0.0010 |
|      32 |        6400 |       00:33:23 |       65.55% |       0.9929 |          0.0010 |
|      32 |        6450 |       00:33:39 |       65.32% |       0.9907 |          0.0010 |
|      32 |        6500 |       00:33:54 |       66.71% |       0.9605 |          0.0010 |
|      32 |        6550 |       00:34:09 |       69.82% |       0.8964 |          0.0010 |
|      33 |        6600 |       00:34:25 |       61.71% |       1.0668 |          0.0010 |
|      33 |        6650 |       00:34:40 |       60.92% |       1.0785 |          0.0010 |
|      33 |        6700 |       00:34:55 |       64.54% |       0.9970 |          0.0010 |
|      33 |        6750 |       00:35:10 |       66.01% |       0.9544 |          0.0010 |
|      34 |        6800 |       00:35:26 |       65.10% |       0.9912 |          0.0010 |
|      34 |        6850 |       00:35:41 |       63.13% |       1.0445 |          0.0010 |
|      34 |        6900 |       00:35:56 |       65.66% |       0.9746 |          0.0010 |
|      34 |        6950 |       00:36:12 |       63.93% |       1.0198 |          0.0010 |
|      34 |        7000 |       00:36:27 |       60.22% |       1.1064 |          0.0010 |
|      35 |        7050 |       00:36:42 |       63.76% |       1.0314 |          0.0010 |
|      35 |        7100 |       00:36:57 |       66.73% |       0.9574 |          0.0010 |
|      35 |        7150 |       00:37:13 |       66.82% |       0.9768 |          0.0010 |
|      35 |        7200 |       00:37:28 |       63.81% |       1.0199 |          0.0010 |
|      36 |        7250 |       00:37:43 |       64.18% |       1.0162 |          0.0010 |
|      36 |        7300 |       00:37:58 |       62.63% |       1.0487 |          0.0010 |
|      36 |        7350 |       00:38:14 |       66.52% |       0.9797 |          0.0010 |
|      36 |        7400 |       00:38:29 |       63.70% |       1.0222 |          0.0010 |
|      37 |        7450 |       00:38:44 |       67.14% |       0.9364 |          0.0010 |
|      37 |        7500 |       00:38:59 |       62.22% |       1.0350 |          0.0010 |
|      37 |        7550 |       00:39:15 |       64.67% |       1.0151 |          0.0010 |
|      37 |        7600 |       00:39:30 |       69.58% |       0.8844 |          0.0010 |
|      38 |        7650 |       00:39:45 |       67.14% |       0.9491 |          0.0010 |
|      38 |        7700 |       00:40:00 |       66.42% |       0.9585 |          0.0010 |
|      38 |        7750 |       00:40:16 |       63.80% |       1.0086 |          0.0010 |
|      38 |        7800 |       00:40:31 |       67.91% |       0.9174 |          0.0010 |
|      39 |        7850 |       00:40:46 |       63.69% |       1.0072 |          0.0010 |
|      39 |        7900 |       00:41:01 |       66.28% |       0.9499 |          0.0010 |
|      39 |        7950 |       00:41:16 |       64.53% |       1.0004 |          0.0010 |
|      39 |        8000 |       00:41:31 |       68.16% |       0.9090 |          0.0010 |
|      40 |        8050 |       00:41:46 |       67.92% |       0.9244 |          0.0010 |
|      40 |        8100 |       00:42:01 |       64.63% |       0.9819 |          0.0010 |
|      40 |        8150 |       00:42:16 |       65.12% |       1.0031 |          0.0010 |
|      40 |        8200 |       00:42:32 |       65.52% |       0.9650 |          0.0010 |
|      41 |        8250 |       00:42:47 |       67.38% |       0.9408 |          0.0010 |
|      41 |        8300 |       00:43:02 |       68.64% |       0.9225 |          0.0010 |
|      41 |        8350 |       00:43:17 |       62.50% |       1.0324 |          0.0010 |
|      41 |        8400 |       00:43:33 |       64.54% |       0.9819 |          0.0010 |
|      42 |        8450 |       00:43:48 |       67.15% |       0.9411 |          0.0010 |
|      42 |        8500 |       00:44:03 |       64.62% |       0.9659 |          0.0010 |
|      42 |        8550 |       00:44:19 |       65.22% |       0.9848 |          0.0010 |
|      42 |        8600 |       00:44:34 |       65.30% |       0.9582 |          0.0010 |
|      42 |        8650 |       00:44:49 |       65.09% |       0.9815 |          0.0010 |
|      43 |        8700 |       00:45:04 |       68.51% |       0.9132 |          0.0010 |
|      43 |        8750 |       00:45:20 |       66.69% |       0.9337 |          0.0010 |
|      43 |        8800 |       00:45:35 |       63.86% |       0.9971 |          0.0010 |
|      43 |        8850 |       00:45:50 |       68.64% |       0.8952 |          0.0010 |
|      44 |        8900 |       00:46:05 |       65.64% |       0.9484 |          0.0010 |
|      44 |        8950 |       00:46:20 |       67.27% |       0.9175 |          0.0010 |
|      44 |        9000 |       00:46:36 |       67.22% |       0.9401 |          0.0010 |
|      44 |        9050 |       00:46:51 |       66.04% |       0.9725 |          0.0010 |
|      45 |        9100 |       00:47:06 |       67.05% |       0.9323 |          0.0010 |
|      45 |        9150 |       00:47:21 |       65.28% |       0.9829 |          0.0010 |
|      45 |        9200 |       00:47:37 |       66.22% |       0.9577 |          0.0010 |
|      45 |        9250 |       00:47:52 |       65.30% |       0.9854 |          0.0010 |
|      46 |        9300 |       00:48:07 |       68.24% |       0.9116 |          0.0010 |
|      46 |        9350 |       00:48:22 |       65.01% |       0.9789 |          0.0010 |
|      46 |        9400 |       00:48:38 |       68.26% |       0.9143 |          0.0010 |
|      46 |        9450 |       00:48:53 |       69.67% |       0.8742 |          0.0010 |
|      47 |        9500 |       00:49:08 |       68.28% |       0.9072 |          0.0010 |
|      47 |        9550 |       00:49:24 |       69.07% |       0.8848 |          0.0010 |
|      47 |        9600 |       00:49:39 |       68.54% |       0.9209 |          0.0010 |
|      47 |        9650 |       00:49:54 |       65.61% |       0.9783 |          0.0010 |
|      48 |        9700 |       00:50:09 |       66.93% |       0.9494 |          0.0010 |
|      48 |        9750 |       00:50:25 |       68.55% |       0.8812 |          0.0010 |
|      48 |        9800 |       00:50:40 |       67.31% |       0.9258 |          0.0010 |
|      48 |        9850 |       00:50:55 |       65.76% |       0.9742 |          0.0010 |
|      49 |        9900 |       00:51:10 |       66.42% |       0.9449 |          0.0010 |
|      49 |        9950 |       00:51:26 |       66.53% |       0.9519 |          0.0010 |
|      49 |       10000 |       00:51:42 |       68.42% |       0.8947 |          0.0010 |
|      49 |       10050 |       00:51:58 |       65.99% |       0.9648 |          0.0010 |
|      50 |       10100 |       00:52:13 |       67.99% |       0.9114 |          0.0010 |
|      50 |       10150 |       00:52:28 |       65.36% |       0.9892 |          0.0010 |
|      50 |       10200 |       00:52:43 |       69.08% |       0.8805 |          0.0010 |
|      50 |       10250 |       00:52:58 |       68.10% |       0.8945 |          0.0010 |
|      50 |       10300 |       00:53:14 |       69.08% |       0.8953 |          0.0010 |
|      51 |       10350 |       00:53:29 |       70.31% |       0.8726 |          0.0010 |
|      51 |       10400 |       00:53:44 |       64.92% |       0.9755 |          0.0010 |
